Taluka,Latitude,Longitude,Elevation_m,Year,Month,Temperature_C,Temp_Max_C,Temp_Min_C,Humidity_pct,Rain_mm_per_day,Solar_Radiation_MJ_m2_day,Wind_Speed_m_s,Soil_Moisture_Topsoil_frac,Soil_Moisture_Rootzone_frac
Panhala,16.7545,74.0178,603.0,2022,2,23.72,37.61,13.1,56.11,0.0,21.26,1.89,0.42,0.49
Panhala,16.7545,74.0178,603.0,2022,3,29.26,42.09,19.3,44.71,0.13,21.01,1.93,0.2,0.46
Panhala,16.7545,74.0178,603.0,2022,4,30.11,42.1,20.11,52.6,0.88,22.07,1.8,0.3,0.47
Panhala,16.7545,74.0178,603.0,2022,5,28.94,41.24,22.64,66.4,1.48,20.66,3.24,0.33,0.48
Panhala,16.7545,74.0178,603.0,2022,6,26.19,34.79,21.5,81.47,13.82,18.17,3.02,0.64,0.62
Panhala,16.7545,74.0178,603.0,2022,7,24.39,29.33,21.82,92.42,24.02,12.85,4.11,0.95,0.97
Panhala,16.7545,74.0178,603.0,2022,8,24.1,29.47,21.16,92.37,19.71,14.18,3.76,0.95,0.99
Panhala,16.7545,74.0178,603.0,2022,9,24.12,30.08,19.95,91.57,10.6,16.2,2.31,0.93,0.97
Panhala,16.7545,74.0178,603.0,2022,10,23.64,29.69,15.33,85.23,7.04,16.48,1.83,0.91,0.95
Panhala,16.7545,74.0178,603.0,2022,11,22.28,29.73,12.8,77.81,0.03,17.04,2.14,0.79,0.79
Panhala,16.7545,74.0178,603.0,2022,12,23.16,33.08,13.12,69.14,0.04,16.24,1.98,0.6,0.61
Panhala,16.7545,74.0178,603.0,2022,13,25.07,42.1,9.97,73.33,6.54,17.81,2.49,0.63,0.7
Panhala,16.7545,74.0178,603.0,2023,1,22.52,34.46,11.65,56.27,0.0,18.75,1.84,0.46,0.5
Panhala,16.7545,74.0178,603.0,2023,2,27.0,39.38,16.45,24.67,0.0,22.15,2.34,0.2,0.46
Panhala,16.7545,74.0178,603.0,2023,3,27.55,38.92,16.74,42.53,0.1,23.6,2.14,0.16,0.46
Panhala,16.7545,74.0178,603.0,2023,4,29.54,42.44,17.48,50.08,0.53,24.12,2.15,0.24,0.46
Panhala,16.7545,74.0178,603.0,2023,5,29.8,40.92,20.73,58.33,0.74,24.36,2.7,0.28,0.47
Panhala,16.7545,74.0178,603.0,2023,6,27.79,37.3,22.67,75.16,9.14,20.98,3.65,0.5,0.52
Panhala,16.7545,74.0178,603.0,2023,7,24.7,28.51,22.52,92.9,33.05,11.97,4.56,0.94,0.94
Panhala,16.7545,74.0178,603.0,2023,8,24.43,29.85,21.22,90.71,5.42,17.02,3.06,0.91,0.95
Panhala,16.7545,74.0178,603.0,2023,9,24.65,30.13,21.3,91.01,11.59,15.75,2.45,0.89,0.92
Panhala,16.7545,74.0178,603.0,2023,10,24.62,32.13,16.16,80.85,1.77,18.03,1.76,0.87,0.89
Panhala,16.7545,74.0178,603.0,2023,11,24.04,31.15,16.28,78.67,1.29,15.31,1.8,0.72,0.7
Panhala,16.7545,74.0178,603.0,2023,12,23.52,34.06,15.23,60.04,0.02,16.12,2.29,0.54,0.56
Panhala,16.7545,74.0178,603.0,2023,13,25.83,42.44,11.65,67.04,5.34,18.99,2.56,0.56,0.65
Radhanagari,16.4157,74.0105,621.0,1997,1,23.22,35.38,11.37,55.63,0.08,17.87,2.09,0.43,0.49
Radhanagari,16.4157,74.0105,621.0,1997,2,24.65,40.66,14.04,43.8,0.0,21.9,2.14,0.19,0.46
Radhanagari,16.4157,74.0105,621.0,1997,3,28.65,41.75,18.53,50.66,0.08,23.37,2.15,0.13,0.46
Radhanagari,16.4157,74.0105,621.0,1997,4,28.75,40.94,18.05,54.67,0.28,24.02,2.22,0.21,0.46
Radhanagari,16.4157,74.0105,621.0,1997,5,29.69,39.54,21.58,57.93,0.08,24.19,2.96,0.2,0.46
Radhanagari,16.4157,74.0105,621.0,1997,6,26.46,33.99,22.81,83.22,22.04,16.76,3.9,0.7,0.7
Radhanagari,16.4157,74.0105,621.0,1997,7,25.13,28.4,22.84,91.55,26.22,15.25,4.61,0.95,0.98
Radhanagari,16.4157,74.0105,621.0,1997,8,24.49,27.79,21.83,92.84,23.03,15.04,4.14,0.97,1.0
Radhanagari,16.4157,74.0105,621.0,1997,9,24.48,29.46,21.15,88.64,3.13,19.44,1.89,0.88,0.91
Radhanagari,16.4157,74.0105,621.0,1997,10,25.5,32.36,19.41,82.38,1.23,19.06,1.35,0.75,0.73
Radhanagari,16.4157,74.0105,621.0,1997,11,25.87,33.83,19.57,76.01,0.95,17.2,1.56,0.58,0.59
Radhanagari,16.4157,74.0105,621.0,1997,12,23.76,34.1,14.42,73.32,2.24,17.11,1.69,0.54,0.56
Radhanagari,16.4157,74.0105,621.0,1997,13,25.89,41.75,11.37,71.06,6.67,19.25,2.56,0.55,0.65
Radhanagari,16.4157,74.0105,621.0,1998,1,24.13,37.43,13.86,57.66,0.0,18.38,2.03,0.42,0.48
Radhanagari,16.4157,74.0105,621.0,1998,2,25.46,38.54,14.79,49.91,0.02,21.11,2.32,0.19,0.46
Radhanagari,16.4157,74.0105,621.0,1998,3,27.58,43.23,16.39,53.6,0.0,23.77,2.25,0.13,0.46
Radhanagari,16.4157,74.0105,621.0,1998,4,31.21,43.7,22.04,52.27,0.01,24.13,2.59,0.1,0.45
Radhanagari,16.4157,74.0105,621.0,1998,5,30.95,44.11,23.9,61.69,1.1,23.42,2.63,0.3,0.47
Radhanagari,16.4157,74.0105,621.0,1998,6,27.34,39.19,22.91,80.3,25.0,17.91,3.77,0.64,0.65
Radhanagari,16.4157,74.0105,621.0,1998,7,25.21,28.84,22.03,91.96,19.34,15.15,4.06,0.94,0.97
Radhanagari,16.4157,74.0105,621.0,1998,8,25.25,30.15,22.7,92.5,17.87,15.29,3.18,0.96,0.99
Radhanagari,16.4157,74.0105,621.0,1998,9,25.02,30.31,21.87,91.46,12.67,15.98,2.59,0.95,0.99
Radhanagari,16.4157,74.0105,621.0,1998,10,24.52,30.68,18.34,88.19,3.68,16.85,2.09,0.9,0.95
Radhanagari,16.4157,74.0105,621.0,1998,11,22.89,31.09,13.41,79.35,1.55,18.8,1.81,0.81,0.8
Radhanagari,16.4157,74.0105,621.0,1998,12,21.37,31.89,13.37,62.88,0.03,17.88,2.97,0.61,0.61
Radhanagari,16.4157,74.0105,621.0,1998,13,25.91,44.11,13.37,71.95,6.79,19.04,2.69,0.58,0.69
Radhanagari,16.4157,74.0105,621.0,1999,1,22.73,35.02,13.1,51.54,0.0,19.98,2.31,0.44,0.5
Radhanagari,16.4157,74.0105,621.0,1999,2,27.59,40.91,14.01,43.37,0.03,22.53,2.1,0.21,0.46
Radhanagari,16.4157,74.0105,621.0,1999,3,29.36,44.18,18.31,47.23,0.0,25.6,2.26,0.12,0.46
Radhanagari,16.4157,74.0105,621.0,1999,4,29.33,42.07,20.94,60.43,0.0,26.13,2.64,0.1,0.45
Radhanagari,16.4157,74.0105,621.0,1999,5,27.59,40.66,22.52,74.1,6.51,21.17,2.66,0.4,0.54
Radhanagari,16.4157,74.0105,621.0,1999,6,25.47,31.47,22.25,88.21,22.41,16.55,3.9,0.85,0.84
Radhanagari,16.4157,74.0105,621.0,1999,7,24.84,28.5,22.84,92.13,24.24,14.48,4.44,0.95,0.98
Radhanagari,16.4157,74.0105,621.0,1999,8,24.41,28.23,21.59,90.57,4.86,15.09,3.49,0.9,0.94
Radhanagari,16.4157,74.0105,621.0,1999,9,24.37,29.71,20.44,90.28,5.88,17.69,2.31,0.88,0.9
Radhanagari,16.4157,74.0105,621.0,1999,10,24.9,31.96,16.56,83.0,3.33,18.35,1.87,0.83,0.83
Radhanagari,16.4157,74.0105,621.0,1999,11,23.7,34.47,14.12,65.33,0.02,19.69,2.24,0.62,0.62
Radhanagari,16.4157,74.0105,621.0,1999,12,23.9,34.79,13.25,48.99,0.0,19.19,2.05,0.44,0.5
Radhanagari,16.4157,74.0105,621.0,1999,13,25.67,44.18,13.1,69.74,5.64,19.68,2.69,0.56,0.67
Radhanagari,16.4157,74.0105,621.0,2000,1,25.74,37.98,15.51,39.01,0.01,19.66,2.17,0.19,0.46
Radhanagari,16.4157,74.0105,621.0,2000,2,24.73,38.67,15.08,54.17,0.04,22.51,2.27,0.14,0.46
Radhanagari,16.4157,74.0105,621.0,2000,3,27.49,41.37,16.43,49.35,0.0,24.93,2.23,0.12,0.46
Radhanagari,16.4157,74.0105,621.0,2000,4,29.82,43.11,20.69,59.36,0.29,26.31,2.67,0.21,0.46
Radhanagari,16.4157,74.0105,621.0,2000,5,28.19,43.82,21.84,71.13,4.43,22.55,3.02,0.39,0.5
Radhanagari,16.4157,74.0105,621.0,2000,6,25.54,30.68,22.4,88.81,15.28,16.09,3.72,0.84,0.83
Radhanagari,16.4157,74.0105,621.0,2000,7,24.48,28.5,21.52,91.0,20.18,16.34,4.24,0.94,0.97
Radhanagari,16.4157,74.0105,621.0,2000,8,24.47,28.58,21.88,91.27,14.99,15.09,3.55,0.91,0.94
Radhanagari,16.4157,74.0105,621.0,2000,9,25.04,32.11,21.07,88.87,4.0,18.26,2.17,0.89,0.92
Radhanagari,16.4157,74.0105,621.0,2000,10,24.99,32.73,16.38,83.46,3.4,18.95,1.25,0.84,0.85
Radhanagari,16.4157,74.0105,621.0,2000,11,23.83,32.96,15.51,68.93,0.26,19.11,1.95,0.69,0.68
Radhanagari,16.4157,74.0105,621.0,2000,12,23.38,34.73,14.12,46.33,0.48,18.02,2.43,0.49,0.52
Radhanagari,16.4157,74.0105,621.0,2000,13,25.64,43.82,14.12,69.31,5.31,19.8,2.64,0.56,0.67
Radhanagari,16.4157,74.0105,621.0,2001,1,24.99,37.58,14.43,49.07,0.1,18.04,1.92,0.35,0.47
Radhanagari,16.4157,74.0105,621.0,2001,2,26.35,40.08,16.0,42.69,0.0,22.85,2.08,0.14,0.46
Radhanagari,16.4157,74.0105,621.0,2001,3,26.78,40.13,17.12,54.58,0.0,24.88,2.37,0.11,0.45
Radhanagari,16.4157,74.0105,621.0,2001,4,29.99,41.86,19.22,55.04,0.53,24.17,2.1,0.23,0.46
Radhanagari,16.4157,74.0105,621.0,2001,5,28.84,42.15,23.27,67.27,3.48,24.75,3.3,0.31,0.49
Radhanagari,16.4157,74.0105,621.0,2001,6,25.84,32.76,23.1,85.2,12.06,17.39,4.51,0.75,0.74
Radhanagari,16.4157,74.0105,621.0,2001,7,24.8,28.66,21.49,90.65,14.16,14.44,4.39,0.9,0.92
Radhanagari,16.4157,74.0105,621.0,2001,8,24.33,27.51,21.83,92.13,13.42,14.41,3.84,0.94,0.97
Radhanagari,16.4157,74.0105,621.0,2001,9,24.64,30.67,20.7,90.09,5.63,18.55,2.13,0.88,0.9
Radhanagari,16.4157,74.0105,621.0,2001,10,24.43,31.96,16.26,83.43,2.38,18.21,2.24,0.85,0.86
Radhanagari,16.4157,74.0105,621.0,2001,11,24.38,33.12,16.59,69.69,0.23,18.9,2.17,0.65,0.65
Radhanagari,16.4157,74.0105,621.0,2001,12,24.36,34.15,14.95,50.42,0.01,17.93,2.28,0.46,0.51
Radhanagari,16.4157,74.0105,621.0,2001,13,25.8,42.15,14.43,69.34,4.37,19.52,2.78,0.55,0.66
Radhanagari,16.4157,74.0105,621.0,2002,1,23.93,36.39,12.82,49.18,0.0,19.38,2.41,0.22,0.46
Radhanagari,16.4157,74.0105,621.0,2002,2,27.22,39.09,17.48,46.92,0.0,21.33,2.01,0.14,0.46
Radhanagari,16.4157,74.0105,621.0,2002,3,29.06,41.32,18.96,50.33,0.01,24.16,2.19,0.11,0.45
Radhanagari,16.4157,74.0105,621.0,2002,4,30.9,43.67,21.19,52.59,0.09,25.18,2.26,0.14,0.46
Radhanagari,16.4157,74.0105,621.0,2002,5,29.42,42.38,23.44,67.88,1.75,24.57,2.9,0.38,0.47
Radhanagari,16.4157,74.0105,621.0,2002,6,26.48,34.76,23.66,85.69,23.07,16.3,3.67,0.78,0.77
Radhanagari,16.4157,74.0105,621.0,2002,7,25.25,28.63,22.65,89.09,7.63,15.9,4.09,0.9,0.93
Radhanagari,16.4157,74.0105,621.0,2002,8,24.48,28.81,21.51,91.38,15.1,14.19,3.94,0.93,0.96
Radhanagari,16.4157,74.0105,621.0,2002,9,24.51,32.23,20.23,88.22,3.04,20.52,2.12,0.87,0.89
Radhanagari,16.4157,74.0105,621.0,2002,10,25.57,33.84,17.8,80.96,4.39,18.18,1.7,0.8,0.78
Radhanagari,16.4157,74.0105,621.0,2002,11,24.54,34.7,16.59,66.51,0.38,19.27,1.78,0.62,0.62
Radhanagari,16.4157,74.0105,621.0,2002,12,24.14,35.89,15.3,52.6,0.02,18.09,1.97,0.44,0.5
Radhanagari,16.4157,74.0105,621.0,2002,13,26.28,43.67,12.82,68.57,4.64,19.74,2.59,0.53,0.65
Radhanagari,16.4157,74.0105,621.0,2003,1,25.77,36.67,14.33,48.95,0.0,18.13,1.83,0.21,0.46
Radhanagari,16.4157,74.0105,621.0,2003,2,27.07,40.01,17.2,48.59,0.02,22.06,2.11,0.14,0.46
Radhanagari,16.4157,74.0105,621.0,2003,3,28.79,41.32,17.4,49.01,0.12,23.73,2.21,0.14,0.46
Radhanagari,16.4157,74.0105,621.0,2003,4,30.79,42.94,19.92,51.42,0.48,24.85,2.44,0.21,0.46
Radhanagari,16.4157,74.0105,621.0,2003,5,30.34,42.11,21.52,60.08,0.13,26.34,3.25,0.21,0.46
Radhanagari,16.4157,74.0105,621.0,2003,6,27.41,38.87,22.86,80.43,16.91,18.8,3.65,0.57,0.65
Radhanagari,16.4157,74.0105,621.0,2003,7,25.32,28.42,22.72,92.33,17.07,15.2,3.83,0.94,0.97
Radhanagari,16.4157,74.0105,621.0,2003,8,25.01,28.44,22.79,90.59,8.07,15.08,3.54,0.91,0.95
Radhanagari,16.4157,74.0105,621.0,2003,9,24.73,30.27,21.25,89.52,3.77,18.07,2.7,0.87,0.89
Radhanagari,16.4157,74.0105,621.0,2003,10,25.21,32.85,16.74,81.66,1.98,18.95,1.51,0.77,0.76
Radhanagari,16.4157,74.0105,621.0,2003,11,25.25,34.97,16.46,64.64,0.16,18.85,1.9,0.57,0.59
Radhanagari,16.4157,74.0105,621.0,2003,12,24.58,35.15,14.88,46.71,0.01,18.66,2.07,0.39,0.48
Radhanagari,16.4157,74.0105,621.0,2003,13,26.68,42.94,14.33,67.1,4.08,19.87,2.59,0.5,0.63
Radhanagari,16.4157,74.0105,621.0,2004,1,24.68,37.12,15.03,49.63,0.0,19.27,2.02,0.18,0.46
Radhanagari,16.4157,74.0105,621.0,2004,2,26.94,39.77,15.57,44.44,0.0,22.55,1.94,0.13,0.46
Radhanagari,16.4157,74.0105,621.0,2004,3,30.06,42.41,20.48,52.67,0.0,25.04,2.05,0.1,0.45
Radhanagari,16.4157,74.0105,621.0,2004,4,29.95,41.53,20.41,56.23,0.25,25.99,2.39,0.19,0.46
Radhanagari,16.4157,74.0105,621.0,2004,5,28.56,41.54,22.74,71.19,4.93,21.8,2.79,0.48,0.52
Radhanagari,16.4157,74.0105,621.0,2004,6,25.6,31.75,22.84,88.86,20.8,17.08,4.08,0.86,0.86
Radhanagari,16.4157,74.0105,621.0,2004,7,25.07,28.91,22.79,90.16,13.87,15.71,3.7,0.91,0.93
Radhanagari,16.4157,74.0105,621.0,2004,8,24.4,28.09,21.29,91.81,15.0,14.81,4.28,0.94,0.98
Radhanagari,16.4157,74.0105,621.0,2004,9,24.73,30.98,21.08,89.55,5.1,17.19,2.09,0.88,0.91
Radhanagari,16.4157,74.0105,621.0,2004,10,24.53,32.2,16.59,80.84,1.19,20.23,2.09,0.8,0.79
Radhanagari,16.4157,74.0105,621.0,2004,11,24.6,33.81,15.49,64.09,0.53,18.4,2.32,0.59,0.6
Radhanagari,16.4157,74.0105,621.0,2004,12,24.02,35.4,14.28,45.13,0.0,19.21,2.62,0.4,0.48
Radhanagari,16.4157,74.0105,621.0,2004,13,26.09,42.41,14.28,68.78,5.15,19.76,2.7,0.54,0.66
Radhanagari,16.4157,74.0105,621.0,2005,1,24.75,36.47,14.11,47.63,0.04,18.59,1.98,0.18,0.46
Radhanagari,16.4157,74.0105,621.0,2005,2,26.03,40.04,14.22,47.93,0.01,22.64,2.11,0.15,0.46
Radhanagari,16.4157,74.0105,621.0,2005,3,27.92,41.64,16.64,52.12,0.01,24.88,2.24,0.12,0.46
Radhanagari,16.4157,74.0105,621.0,2005,4,30.05,42.3,19.72,54.0,0.56,23.3,1.97,0.22,0.46
Radhanagari,16.4157,74.0105,621.0,2005,5,29.61,41.59,21.2,63.06,1.24,24.97,2.66,0.3,0.47
Radhanagari,16.4157,74.0105,621.0,2005,6,27.16,36.39,23.82,82.34,17.47,18.19,3.86,0.66,0.65
Radhanagari,16.4157,74.0105,621.0,2005,7,25.31,28.33,23.15,92.21,25.41,13.57,4.24,0.94,0.97
Radhanagari,16.4157,74.0105,621.0,2005,8,24.71,28.49,21.95,92.28,16.55,14.36,3.83,0.95,0.99
Radhanagari,16.4157,74.0105,621.0,2005,9,24.76,30.18,21.17,92.29,14.01,14.77,3.2,0.94,0.98
Radhanagari,16.4157,74.0105,621.0,2005,10,24.72,31.6,16.7,83.13,3.81,18.54,1.78,0.89,0.93
Radhanagari,16.4157,74.0105,621.0,2005,11,22.03,30.95,13.9,71.16,0.02,19.47,2.52,0.75,0.74
Radhanagari,16.4157,74.0105,621.0,2005,12,22.41,32.26,13.37,59.63,0.0,18.32,2.35,0.54,0.57
Radhanagari,16.4157,74.0105,621.0,2005,13,25.78,42.3,13.37,69.94,6.63,19.28,2.73,0.56,0.68
Radhanagari,16.4157,74.0105,621.0,2006,1,24.45,36.85,13.37,44.43,0.0,19.95,2.34,0.37,0.48
Radhanagari,16.4157,74.0105,621.0,2006,2,27.35,40.52,16.88,43.41,0.0,23.18,1.98,0.15,0.46
Radhanagari,16.4157,74.0105,621.0,2006,3,27.62,41.88,17.09,54.29,0.42,24.13,2.14,0.23,0.46
Radhanagari,16.4157,74.0105,621.0,2006,4,29.3,41.76,20.12,56.51,0.02,25.45,2.71,0.14,0.46
Radhanagari,16.4157,74.0105,621.0,2006,5,29.24,41.31,23.19,66.86,16.13,23.12,3.07,0.29,0.5
Radhanagari,16.4157,74.0105,621.0,2006,6,25.74,30.52,22.7,90.25,18.76,18.53,3.09,0.92,0.94
Radhanagari,16.4157,74.0105,621.0,2006,7,24.78,27.69,22.48,92.1,19.31,13.43,4.97,0.95,0.99
Radhanagari,16.4157,74.0105,621.0,2006,8,24.28,27.88,21.54,92.39,18.1,13.88,4.03,0.95,0.99
Radhanagari,16.4157,74.0105,621.0,2006,9,24.96,31.98,20.82,91.01,12.65,17.59,2.34,0.92,0.96
Radhanagari,16.4157,74.0105,621.0,2006,10,25.27,32.45,19.23,83.22,4.65,18.21,2.2,0.9,0.93
Radhanagari,16.4157,74.0105,621.0,2006,11,24.26,31.21,16.84,79.73,0.9,16.33,2.08,0.74,0.71
Radhanagari,16.4157,74.0105,621.0,2006,12,23.09,33.3,13.5,59.92,0.0,18.22,2.32,0.55,0.57
Radhanagari,16.4157,74.0105,621.0,2006,13,25.85,41.88,13.37,71.32,7.64,19.3,2.78,0.6,0.71
Radhanagari,16.4157,74.0105,621.0,2007,1,24.67,36.78,14.25,49.58,0.0,19.34,1.78,0.37,0.48
Radhanagari,16.4157,74.0105,621.0,2007,2,25.78,37.77,15.3,53.78,0.0,22.21,2.08,0.17,0.46
Radhanagari,16.4157,74.0105,621.0,2007,3,28.7,42.09,17.42,50.79,0.0,23.51,2.23,0.12,0.46
Radhanagari,16.4157,74.0105,621.0,2007,4,30.54,43.27,20.7,55.83,0.28,24.51,2.21,0.19,0.46
Radhanagari,16.4157,74.0105,621.0,2007,5,29.29,39.74,22.95,66.74,1.73,24.42,2.68,0.36,0.47
Radhanagari,16.4157,74.0105,621.0,2007,6,26.7,35.99,22.66,85.17,29.79,16.36,4.03,0.71,0.69
Radhanagari,16.4157,74.0105,621.0,2007,7,25.31,29.2,22.61,91.98,17.34,14.69,4.2,0.95,0.99
Radhanagari,16.4157,74.0105,621.0,2007,8,24.82,28.28,22.46,92.33,23.85,15.1,3.8,0.96,0.99
Radhanagari,16.4157,74.0105,621.0,2007,9,24.95,29.81,21.51,91.59,13.91,15.41,2.75,0.95,0.99
Radhanagari,16.4157,74.0105,621.0,2007,10,24.78,31.52,17.59,82.14,1.33,18.01,1.77,0.88,0.9
Radhanagari,16.4157,74.0105,621.0,2007,11,22.81,31.23,12.77,72.61,0.84,19.35,2.16,0.73,0.72
Radhanagari,16.4157,74.0105,621.0,2007,12,23.76,35.15,15.42,62.11,0.0,17.42,2.18,0.53,0.55
Radhanagari,16.4157,74.0105,621.0,2007,13,26.01,43.27,12.77,71.31,7.44,19.17,2.66,0.58,0.68
Radhanagari,16.4157,74.0105,621.0,2008,1,23.65,36.15,12.6,47.91,0.0,19.83,2.06,0.34,0.47
Radhanagari,16.4157,74.0105,621.0,2008,2,25.02,39.37,12.02,48.62,0.16,20.87,2.15,0.21,0.46
Radhanagari,16.4157,74.0105,621.0,2008,3,28.39,40.36,18.1,53.01,0.85,22.24,1.8,0.26,0.47
Radhanagari,16.4157,74.0105,621.0,2008,4,29.54,41.15,17.55,56.24,0.33,25.36,2.08,0.26,0.46
Radhanagari,16.4157,74.0105,621.0,2008,5,28.87,39.5,22.38,66.87,2.77,25.89,2.86,0.28,0.48
Radhanagari,16.4157,74.0105,621.0,2008,6,26.05,32.83,23.33,87.39,14.64,16.64,4.14,0.8,0.79
Radhanagari,16.4157,74.0105,621.0,2008,7,25.25,28.79,22.55,89.51,10.27,16.0,3.94,0.87,0.89
Radhanagari,16.4157,74.0105,621.0,2008,8,24.61,29.7,21.38,91.71,16.58,14.72,3.41,0.93,0.96
Radhanagari,16.4157,74.0105,621.0,2008,9,24.53,30.91,19.74,90.43,13.66,16.38,2.56,0.93,0.96
Radhanagari,16.4157,74.0105,621.0,2008,10,24.7,32.8,16.29,79.93,0.84,20.27,2.02,0.83,0.83
Radhanagari,16.4157,74.0105,621.0,2008,11,24.26,33.99,16.38,69.14,0.49,17.54,2.48,0.61,0.61
Radhanagari,16.4157,74.0105,621.0,2008,12,24.16,34.21,14.45,56.98,0.35,17.77,2.15,0.49,0.52
Radhanagari,16.4157,74.0105,621.0,2008,13,25.75,41.15,12.02,69.86,5.08,19.46,2.64,0.57,0.66
Radhanagari,16.4157,74.0105,621.0,2009,1,25.56,38.17,14.74,47.0,0.0,19.74,2.01,0.27,0.46
Radhanagari,16.4157,74.0105,621.0,2009,2,27.28,41.5,16.89,45.51,0.0,22.27,2.0,0.14,0.46
Radhanagari,16.4157,74.0105,621.0,2009,3,29.36,42.13,19.27,48.76,0.08,23.33,2.14,0.13,0.46
Radhanagari,16.4157,74.0105,621.0,2009,4,30.63,43.44,21.06,54.09,0.09,23.9,2.33,0.16,0.46
Radhanagari,16.4157,74.0105,621.0,2009,5,29.95,41.48,22.89,61.58,0.34,24.42,2.89,0.22,0.46
Radhanagari,16.4157,74.0105,621.0,2009,6,26.89,34.85,23.01,80.79,10.48,18.98,3.11,0.61,0.61
Radhanagari,16.4157,74.0105,621.0,2009,7,25.03,28.2,22.78,92.33,29.72,13.51,5.21,0.95,0.97
Radhanagari,16.4157,74.0105,621.0,2009,8,25.04,30.31,22.57,90.78,7.93,16.55,3.1,0.9,0.93
Radhanagari,16.4157,74.0105,621.0,2009,9,25.3,31.15,21.88,90.8,11.74,16.16,2.33,0.92,0.96
Radhanagari,16.4157,74.0105,621.0,2009,10,24.8,31.38,17.19,81.64,6.56,17.51,2.07,0.9,0.93
Radhanagari,16.4157,74.0105,621.0,2009,11,23.78,31.72,14.46,79.29,2.94,16.42,2.44,0.78,0.77
Radhanagari,16.4157,74.0105,621.0,2009,12,23.37,32.16,14.72,68.43,0.02,16.59,2.07,0.61,0.62
Radhanagari,16.4157,74.0105,621.0,2009,13,26.41,43.44,14.46,70.22,5.87,19.09,2.65,0.55,0.68
Radhanagari,16.4157,74.0105,621.0,2010,1,24.69,35.12,15.04,59.4,0.21,17.16,1.88,0.47,0.51
Radhanagari,16.4157,74.0105,621.0,2010,2,26.41,39.52,15.41,50.93,0.0,21.29,2.0,0.24,0.46
Radhanagari,16.4157,74.0105,621.0,2010,3,29.44,41.65,19.63,49.42,0.01,22.76,2.13,0.13,0.46
Radhanagari,16.4157,74.0105,621.0,2010,4,30.29,42.93,19.94,56.92,0.15,24.24,2.06,0.15,0.46
Radhanagari,16.4157,74.0105,621.0,2010,5,30.65,40.78,24.64,62.41,0.42,24.73,3.04,0.19,0.46
Radhanagari,16.4157,74.0105,621.0,2010,6,27.05,36.96,23.3,83.93,18.7,18.24,3.62,0.71,0.72
Radhanagari,16.4157,74.0105,621.0,2010,7,25.2,28.22,21.81,92.41,32.25,13.8,3.87,0.95,0.97
Radhanagari,16.4157,74.0105,621.0,2010,8,24.9,28.84,22.17,92.55,14.87,14.76,3.42,0.95,0.99
Radhanagari,16.4157,74.0105,621.0,2010,9,25.19,31.12,22.07,90.33,9.06,16.59,2.28,0.93,0.98
Radhanagari,16.4157,74.0105,621.0,2010,10,25.15,31.64,17.67,86.44,4.92,17.75,1.9,0.9,0.94
Radhanagari,16.4157,74.0105,621.0,2010,11,24.75,30.57,19.18,85.03,2.63,15.63,1.77,0.85,0.86
Radhanagari,16.4157,74.0105,621.0,2010,12,21.53,30.46,12.29,73.55,0.02,17.05,2.07,0.71,0.7
Radhanagari,16.4157,74.0105,621.0,2010,13,26.26,42.93,12.29,73.74,6.99,18.65,2.51,0.6,0.71
Radhanagari,16.4157,74.0105,621.0,2011,1,22.93,35.55,13.27,54.86,0.0,19.78,2.05,0.51,0.54
Radhanagari,16.4157,74.0105,621.0,2011,2,25.09,37.25,14.59,54.04,0.01,21.94,2.02,0.3,0.47
Radhanagari,16.4157,74.0105,621.0,2011,3,28.94,42.18,18.29,48.33,0.0,24.6,2.14,0.14,0.46
Radhanagari,16.4157,74.0105,621.0,2011,4,29.4,41.51,18.23,55.78,0.31,23.95,2.29,0.2,0.46
Radhanagari,16.4157,74.0105,621.0,2011,5,29.47,38.78,22.76,62.96,0.98,24.21,2.99,0.26,0.47
Radhanagari,16.4157,74.0105,621.0,2011,6,26.24,32.05,23.25,86.1,15.32,14.76,4.57,0.75,0.72
Radhanagari,16.4157,74.0105,621.0,2011,7,25.02,29.0,21.24,91.95,28.49,14.28,4.02,0.94,0.95
Radhanagari,16.4157,74.0105,621.0,2011,8,24.73,28.26,21.55,92.47,18.84,14.0,3.75,0.95,0.99
Radhanagari,16.4157,74.0105,621.0,2011,9,24.6,29.96,20.29,90.58,9.85,17.59,2.67,0.92,0.96
Radhanagari,16.4157,74.0105,621.0,2011,10,25.32,32.01,19.17,83.15,3.06,18.23,1.77,0.83,0.83
Radhanagari,16.4157,74.0105,621.0,2011,11,24.15,34.25,14.95,67.72,0.18,18.05,2.61,0.66,0.65
Radhanagari,16.4157,74.0105,621.0,2011,12,24.47,35.33,13.71,50.96,0.0,17.89,2.23,0.47,0.51
Radhanagari,16.4157,74.0105,621.0,2011,13,25.87,42.18,13.27,69.98,6.47,19.09,2.76,0.58,0.67
Radhanagari,16.4157,74.0105,621.0,2012,1,23.76,36.5,13.42,48.85,0.0,19.59,2.1,0.24,0.46
Radhanagari,16.4157,74.0105,621.0,2012,2,26.53,40.5,15.49,39.65,0.0,22.29,2.03,0.14,0.46
Radhanagari,16.4157,74.0105,621.0,2012,3,27.84,42.73,14.99,46.51,0.0,24.82,2.12,0.1,0.45
Radhanagari,16.4157,74.0105,621.0,2012,4,30.1,41.77,20.48,54.82,0.39,23.96,2.24,0.21,0.46
